iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,total_tests,new_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
AUS,Oceania,Australia,2021/9/16,82200,1800,1755.429,1141,13,9.286,3187.502,69.799,68.071,44.245,0.504,0.36,1.06,279,10.819,1483,57.507,,,,,34911907,223818,1353.793,8.679,206240,7.997,0.0085,117.5,tests performed,24009073,14648688,9360385,,301520,268488,93.1,56.8,36.3,,10411,143108,0.555,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/17,84056,1856,1724.143,1148,7,9.143,3259.473,71.971,66.858,44.516,0.271,0.355,1.05,291,11.284,1455,56.421,,,,,35243329,331422,1366.645,12.852,224921,8.722,0.0077,130.5,tests performed,24346522,14816773,9529749,,337449,273441,94.41,57.46,36.95,,10603,145129,0.563,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/18,85628,1572,1717.857,1162,14,10.143,3320.431,60.958,66.614,45.059,0.543,0.393,1.04,291,11.284,1470,57.003,,,,,35449952,206623,1374.657,8.012,224112,8.69,0.0077,130.5,tests performed,24572951,14939866,9633085,,226429,277890,95.29,57.93,37.35,,10776,147505,0.572,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/19,87128,1500,1686.429,1167,5,9.857,3378.597,58.166,65.395,45.253,0.194,0.382,1.04,297,11.517,1442,55.917,,,,,35625424,175472,1381.461,6.804,224159,8.692,0.0075,132.9,tests performed,24745225,15044653,9700572,,172274,283518,95.96,58.34,37.62,,10994,151130,0.586,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10693.7,-3.68,-3.75,-414.6738799
AUS,Oceania,Australia,2021/9/20,88710,1582,1687,1178,11,10.857,3439.943,61.346,65.417,45.68,0.427,0.421,1.04,306,11.866,1539,59.678,,,,,35829149,203725,1389.361,7.9,221692,8.597,0.0076,131.4,tests performed,25065581,15211965,9853616,,320356,280667,97.2,58.99,38.21,,10884,147472,0.572,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/21,90369,1659,1689.286,1186,8,10,3504.275,64.332,65.506,45.99,0.31,0.388,1.04,302,11.711,1518,58.864,,,,,36023900,194751,1396.913,7.552,222793,8.639,0.0076,131.9,tests performed,25396636,15377929,10018707,,331055,284881,98.48,59.63,38.85,,11047,148815,0.577,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/22,92178,1809,1682.571,1196,10,9.714,3574.423,70.148,65.246,46.378,0.388,0.377,1.04,295,11.439,1530,59.329,,,,,36245879,221979,1405.521,8.608,222541,8.63,0.0076,132.3,tests performed,25733071,15549405,10183666,,336435,289360,99.79,60.3,39.49,,11221,151091,0.586,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/23,93942,1764,1677.429,1208,12,9.571,3642.826,68.403,65.046,46.843,0.465,0.371,1.05,301,11.672,1508,58.476,,,,,36475743,229864,1414.434,8.914,223405,8.663,0.0075,133.2,tests performed,26080012,15724785,10355227,,346941,295848,101.13,60.98,40.15,,11472,153728,0.596,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/24,95807,1865,1678.714,1220,12,10.286,3715.146,72.32,65.096,47.308,0.465,0.399,1.05,298,11.556,1529,59.291,,,,,36691070,215327,1422.784,8.35,206820,8.02,0.0081,123.2,tests performed,26390465,15867929,10522536,,310453,291992,102.34,61.53,40.8,,11323,150165,0.582,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/25,97559,1752,1704.429,1231,11,9.857,3783.084,67.938,66.093,47.735,0.427,0.382,1.06,299,11.594,1493,57.895,,,,,36878132,187062,1430.038,7.254,204026,7.912,0.0084,119.7,tests performed,26609171,15974334,10634837,,218706,290889,103.18,61.94,41.24,,11280,147781,0.573,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/26,99031,1472,1700.429,1245,14,11.143,3840.165,57.08,65.938,48.278,0.543,0.432,1.07,292,11.323,1538,59.64,,,,,37047138,169006,1436.592,6.554,203102,7.876,0.0084,119.4,tests performed,26754136,16050194,10703942,,144965,286987,103.75,62.24,41.51,,11129,143649,0.557,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10892.7,-3.7,-5.71,-422.3905825
AUS,Oceania,Australia,2021/9/27,100911,1880,1743,1256,11,11.143,3913.066,72.902,67.589,48.704,0.427,0.432,1.09,297,11.517,1551,60.144,,,,,37217210,170072,1443.187,6.595,198294,7.689,0.0088,113.8,tests performed,27056868,16194869,10861999,,302732,284470,104.92,62.8,42.12,,11031,140415,0.544,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/28,102723,1812,1764.857,1279,23,13.286,3983.331,70.265,68.437,49.596,0.892,0.515,1.1,296,11.478,1479,57.352,,,,,37421014,203804,1451.09,7.903,199588,7.74,0.0088,113.1,tests performed,27387830,16348214,11039616,,330962,284456,106.2,63.39,42.81,,11030,138612,0.538,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/29,105123,2400,1849.286,1291,12,13.571,4076.397,93.066,71.71,50.062,0.465,0.526,1.11,303,11.75,1514,58.709,,,,,37631431,210417,1459.249,8.159,197936,7.675,0.0093,107,tests performed,27695682,16493044,11202638,,307852,280373,107.4,63.96,43.44,,10872,134806,0.523,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/9/30,107181,2058,1891.286,1311,20,14.714,4156.2,79.804,73.339,50.837,0.776,0.571,1.11,300,11.633,1483,57.507,,,,,37845681,214250,1467.557,8.308,195705,7.589,0.0097,103.5,tests performed,28035888,16649549,11386339,,340206,279411,108.72,64.56,44.15,,10835,132109,0.512,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/1,109516,2335,1958.429,1321,10,14.429,4246.746,90.545,75.943,51.225,0.388,0.56,1.12,302,11.711,1468,56.925,,,,,38048742,203061,1475.431,7.874,193953,7.521,0.0101,99,tests performed,28361886,16790440,11571446,,325998,281632,109.98,65.11,44.87,,10921,131787,0.511,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/2,111388,1872,1975.571,1334,13,14.714,4319.337,72.591,76.608,51.729,0.504,0.571,1.11,299,11.594,1496,58.011,,,,,38251122,202380,1483.279,7.848,196141,7.606,0.0101,99.3,tests performed,28572558,16882622,11689936,,210672,280484,110.8,65.47,45.33,,10876,129755,0.503,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/3,113411,2023,2054.286,1346,12,14.429,4397.784,78.447,79.66,52.194,0.465,0.56,1.12,296,11.478,1496,58.011,,,,,38438450,187328,1490.543,7.264,198759,7.707,0.0103,96.8,tests performed,28710701,16943837,11766864,,138143,279509,111.33,65.7,45.63,,10839,127663,0.495,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10849.5,-3.65,1.28,-420.7153988
AUS,Oceania,Australia,2021/10/4,115800,2389,2127,1357,11,14.429,4490.423,92.639,82.48,52.621,0.427,0.56,1.12,298,11.556,1535,59.523,,,,,38607959,169509,1497.116,6.573,198678,7.704,0.0107,93.4,tests performed,28895930,17027036,11868894,,185229,262723,112.05,66.03,46.02,,10188,118881,0.461,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/5,117826,2026,2157.571,1379,22,14.286,4568.986,78.563,83.665,53.474,0.853,0.554,1.1,291,11.284,1526,59.174,,,,,38781130,173171,1503.831,6.715,194302,7.535,0.0111,90.1,tests performed,29245786,17160890,12084896,,349856,265422,113.41,66.55,46.86,,10292,116097,0.45,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/6,120042,2216,2131.286,1389,10,14,4654.917,85.931,82.646,53.862,0.388,0.543,1.1,306,11.866,1520,58.942,,,,,38970695,189565,1511.182,7.351,191323,7.419,0.0111,89.8,tests performed,29581238,17287976,12293262,,335452,269365,114.71,67.04,47.67,,10445,113562,0.44,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/7,122566,2524,2197.857,1405,16,13.429,4752.791,97.874,85.227,54.482,0.62,0.521,1.1,293,11.362,1522,59.019,,,,,39191561,220866,1519.747,8.565,192269,7.456,0.0114,87.5,tests performed,29911860,17408468,12503241,151,330622,267996,115.99,67.51,48.48,0,10392,108417,0.42,71.76,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/8,125081,2515,2223.571,1421,16,14.286,4850.316,97.525,86.224,55.103,0.62,0.554,1.09,287,11.129,1437,55.723,,,,,39403312,211751,1527.958,8.211,193510,7.504,0.0115,87,tests performed,30242274,17521126,12720856,292,330414,268627,117.27,67.94,49.33,0,10417,104384,0.405,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/9,127471,2390,2297.571,1432,11,14,4942.994,92.678,89.094,55.529,0.427,0.543,1.08,293,11.362,1446,56.072,,,,,39581452,178140,1534.866,6.908,190047,7.37,0.0121,82.7,tests performed,30477912,17593798,12883681,433,235638,272193,118.19,68.22,49.96,0,10555,101597,0.394,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/10,129567,2096,2308,1448,16,14.571,5024.271,81.277,89.498,56.15,0.62,0.565,1.07,296,11.478,1492,57.856,,,,,39758570,177118,1541.734,6.868,188589,7.313,0.0122,81.7,tests performed,30643517,17644750,12998286,481,165605,276117,118.83,68.42,50.4,0,10707,100130,0.388,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10925.7,-3.63,-2.26,-423.6702367
AUS,Oceania,Australia,2021/10/11,131415,1848,2230.714,1461,13,14.857,5095.932,71.661,86.501,56.654,0.504,0.576,1.05,309,11.982,1486,57.623,,,,,39943975,185405,1548.923,7.19,190859,7.401,0.0117,85.6,tests performed,30955777,17742605,13212457,715,312260,294264,120.04,68.8,51.23,0,11411,102224,0.396,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/12,133444,2029,2231.143,1478,17,14.143,5174.611,78.679,86.518,57.313,0.659,0.548,1.04,306,11.866,1462,56.693,,,,,40122594,178619,1555.85,6.926,191638,7.431,0.0116,85.9,tests performed,31292016,17844016,13446945,1055,336239,292319,121.34,69.19,52.14,0,11335,97589,0.378,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/13,136188,2744,2306.571,1496,18,15.286,5281.017,106.405,89.443,58.011,0.698,0.593,1.04,296,11.478,1458,56.537,,,,,40332853,210259,1564.003,8.153,194594,7.546,0.0119,84.4,tests performed,31610475,17936776,13672371,1328,318459,289891,122.58,69.55,53.02,0.01,11241,92686,0.359,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/14,138720,2532,2307.714,1507,11,14.571,5379.201,98.184,89.487,58.438,0.427,0.565,1.03,311,12.06,1414,54.831,,,,,40530009,197156,1571.648,7.645,191207,7.415,0.0121,82.9,tests performed,31923197,18030376,13891163,1658,312722,287334,123.79,69.92,53.87,0.01,11142,88844,0.345,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/15,141031,2311,2278.571,1515,8,13.429,5468.815,89.615,88.357,58.748,0.31,0.521,1.02,312,12.099,1493,57.895,,,,,40715932,185923,1578.858,7.21,187517,7.271,0.0122,82.3,tests performed,32222172,18118501,14101561,2110,298975,282843,124.95,70.26,54.68,0.01,10968,85339,0.331,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/16,143204,2173,2247.571,1532,17,14.286,5553.079,84.263,87.155,59.407,0.659,0.554,1.01,298,11.556,1441,55.878,,,,,40879808,163876,1585.213,6.355,185479,7.192,0.0121,82.5,tests performed,32418073,18170223,14245406,2444,195901,277166,125.71,70.46,55.24,0.01,10748,82346,0.319,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/17,145263,2059,2242.286,1543,11,13.571,5632.921,79.843,86.95,59.834,0.427,0.526,1.01,297,11.517,1502,58.244,,,,,41039341,159533,1591.399,6.186,182967,7.095,0.0123,81.6,tests performed,32577130,18214049,14360419,2662,159057,276230,126.33,70.63,55.69,0.01,10711,81328,0.315,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10980,-3.61,-1.65,-425.7758495
AUS,Oceania,Australia,2021/10/18,147301,2038,2269.429,1558,15,13.857,5711.95,79.028,88.003,60.415,0.582,0.537,0.99,288,11.168,1416,54.909,,,,,41192051,152710,1597.321,5.922,178297,6.914,0.0127,78.6,tests performed,32854557,18292826,14558572,3159,277427,271254,127.4,70.93,56.45,0.01,10519,78603,0.305,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/19,149398,2097,2279.143,1577,19,14.143,5793.266,81.316,88.379,61.152,0.737,0.548,0.98,280,10.858,1378,53.435,,,,,41371800,179749,1604.291,6.97,178458,6.92,0.0128,78.3,tests performed,33129907,18373112,14753069,3726,275350,262556,128.47,71.25,57.21,0.01,10181,75585,0.293,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/20,151942,2544,2250.571,1590,13,13.429,5891.916,98.65,87.271,61.656,0.504,0.521,0.97,276,10.703,1343,52.078,,,,,41564096,192296,1611.748,7.457,175892,6.821,0.0128,78.2,tests performed,33404278,18452962,14946699,4617,274371,256258,129.53,71.56,57.96,0.02,9937,73741,0.286,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/21,154489,2547,2252.714,1611,21,14.857,5990.682,98.766,87.354,62.47,0.814,0.576,0.96,282,10.935,1309,50.76,,,,,41752789,188693,1619.065,7.317,174683,6.774,0.0129,77.5,tests performed,33681381,18531078,15144905,5398,277103,251169,130.61,71.86,58.73,0.02,9740,71529,0.277,74.54,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/22,156372,1883,2191.571,1622,11,15.286,6063.7,73.018,84.983,62.897,0.427,0.593,0.94,279,10.819,1284,49.79,,,,,41924671,171882,1625.73,6.665,172677,6.696,0.0127,78.8,tests performed,33951546,18603298,15342065,6183,270165,247053,131.66,72.14,59.49,0.02,9580,69257,0.269,65.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/23,158546,2174,2191.714,1637,15,15,6148.002,84.302,84.989,63.479,0.582,0.582,0.93,276,10.703,1312,50.876,,,,,42078068,153397,1631.678,5.948,171180,6.638,0.0128,78.1,tests performed,34143402,18652593,15484232,6577,191856,246476,132.4,72.33,60.04,0.03,9558,68910,0.267,65.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/24,160230,1684,2138.143,1648,11,15,6213.303,65.301,82.912,63.905,0.427,0.582,0.91,278,10.78,1317,51.07,,,,,42229437,151369,1637.548,5.87,170014,6.593,0.0126,79.5,tests performed,34268948,18692857,15569263,6828,125546,241688,132.89,72.49,60.37,0.03,9372,68401,0.265,65.28,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10943.3,-3.56,1.13,-424.3527189
AUS,Oceania,Australia,2021/10/25,162016,1786,2102.143,1653,5,13.571,6282.559,69.256,81.516,64.099,0.194,0.526,0.9,265,10.276,1309,50.76,,,,,42368964,139527,1642.958,5.41,168130,6.52,0.0125,80,tests performed,34501374,18760049,15733744,7581,232426,235260,133.79,72.75,61.01,0.03,9123,66746,0.259,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/26,163866,1850,2066.857,1669,16,13.143,6354.297,71.738,80.147,64.719,0.62,0.51,0.88,241,9.345,1192,46.223,,,,,42518392,149428,1648.753,5.794,163799,6.352,0.0126,79.3,tests performed,34725685,18823795,15893583,8307,224311,227968,134.66,72.99,61.63,0.03,8840,64383,0.25,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/27,165904,2038,1994.571,1696,27,15.143,6433.326,79.028,77.344,65.766,1.047,0.587,0.86,226,8.764,1151,44.633,,,,,42713811,195419,1656.331,7.578,164245,6.369,0.0121,82.3,tests performed,34943366,18883733,16050115,9518,217681,219870,135.5,73.23,62.24,0.04,8526,61539,0.239,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/28,167790,1886,1900.143,1708,12,13.857,6506.46,73.134,73.683,66.232,0.465,0.537,0.84,216,8.376,1126,43.663,,,,,42905646,191835,1663.769,7.439,164694,6.386,0.0115,86.7,tests performed,35166827,18944029,16212257,10541,223461,212207,136.37,73.46,62.87,0.04,8229,58993,0.229,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/29,169379,1589,1858.143,1722,14,14.286,6568.077,61.617,72.054,66.775,0.543,0.554,0.83,221,8.57,1113,43.159,,,,,43078812,173166,1670.484,6.715,164877,6.394,0.0113,88.7,tests performed,35373820,18996212,16363567,14041,206993,203182,137.17,73.66,63.45,0.05,7879,56131,0.218,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/30,170564,1185,1716.857,1735,13,14,6614.028,45.951,66.575,67.279,0.504,0.543,0.82,211,8.182,1064,41.259,,,,,43238860,160048,1676.691,6.206,165827,6.43,0.0104,96.6,tests performed,35515862,19029312,16469355,17195,142042,196066,137.72,73.79,63.86,0.07,7603,53817,0.209,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/10/31,172030,1466,1685.714,1743,8,13.571,6670.876,56.848,65.368,67.589,0.31,0.526,0.82,216,8.376,1068,41.414,,,,,43382287,143427,1682.252,5.562,164693,6.386,0.0102,97.7,tests performed,35603091,19052562,16529442,21087,87229,190592,138.06,73.88,64.1,0.08,7391,51386,0.199,63.43,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10948.2,-3.52,-0.15,-424.5427282
AUS,Oceania,Australia,2021/11/1,173165,1135,1592.714,1756,13,14.714,6714.888,44.012,61.761,68.093,0.504,0.571,0.82,203,7.872,1018,39.475,,,,,43509270,126983,1687.176,4.924,162901,6.317,0.0098,102.3,tests performed,35825241,19100734,16678894,45613,222150,189124,138.92,74.07,64.68,0.18,7334,48669,0.189,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/2,174276,1111,1487.143,1768,12,14.143,6757.97,43.082,57.668,68.558,0.465,0.548,0.82,187,7.251,983,38.118,,,,,43634338,125068,1692.026,4.85,159421,6.182,0.0093,107.2,tests performed,35989833,19138869,16777488,73476,164592,180593,139.56,74.22,65.06,0.28,7003,45011,0.175,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/3,175813,1537,1415.571,1781,13,12.143,6817.571,59.601,54.892,69.063,0.504,0.471,0.83,180,6.98,978,37.924,,,,,43836283,201945,1699.857,7.831,160353,6.218,0.0088,113.3,tests performed,36184662,19177383,16907279,100000,194829,177328,140.31,74.36,65.56,0.39,6876,41950,0.163,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/4,177393,1580,1371.857,1795,14,12.429,6878.839,61.268,53.197,69.605,0.543,0.482,0.85,171,6.631,931,36.102,,,,,43996638,160355,1706.075,6.218,155856,6.044,0.0088,113.6,tests performed,36379077,19218733,17033089,127255,194415,173179,141.07,74.53,66.05,0.49,6715,39243,0.152,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/5,178927,1534,1364,1805,10,11.857,6938.324,59.485,52.892,69.993,0.388,0.46,0.87,162,6.282,934,36.218,,,,,44167017,170379,1712.682,6.607,155458,6.028,0.0088,114,tests performed,36576108,19261941,17164167,150000,197031,171755,141.83,74.69,66.56,0.58,6660,37961,0.147,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/6,180314,1387,1392.857,1815,10,11.429,6992.108,53.784,54.011,70.381,0.388,0.443,0.88,149,5.778,851,33,,,,,44319389,152372,1718.591,5.909,154361,5.986,0.009,110.8,tests performed,36697075,19286079,17237996,173000,120967,168745,142.3,74.79,66.84,0.67,6543,36681,0.142,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/7,181578,1264,1364,1827,12,12,7041.123,49.015,52.892,70.846,0.465,0.465,0.89,140,5.429,835,32.379,,,,,44460396,141007,1724.059,5.468,154016,5.972,0.0089,112.9,tests performed,36763501,19303290,17283428,176783,66426,165773,142.56,74.85,67.02,0.69,6428,35818,0.139,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,-10924.4,-3.48,0.75,-423.6198261
AUS,Oceania,Australia,2021/11/8,182870,1292,1386.429,1841,14,12.143,7091.223,50.1,53.762,71.389,0.543,0.471,0.89,133,5.157,851,33,,,,,44582410,122014,1728.79,4.731,153306,5.945,0.009,110.6,tests performed,36918760,19338366,17389176,191218,155259,156217,143.16,74.99,67.43,0.74,6058,33947,0.132,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/9,184071,1201,1399.286,1858,17,12.857,7137.795,46.572,54.261,72.048,0.659,0.499,0.89,125,4.847,724,28.075,,,,,44718873,136463,1734.082,5.292,154934,6.008,0.009,110.7,tests performed,37068049,19373942,17487181,206926,149289,154031,143.74,75.13,67.81,0.8,5973,33582,0.13,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/10,185627,1556,1402,1862,4,11.571,7198.132,60.338,54.366,72.204,0.155,0.449,0.89,119,4.615,702,27.222,,,,,44910694,191821,1741.52,7.438,153487,5.952,0.0091,109.5,tests performed,37222034,19417387,17582957,221690,153985,148196,144.34,75.3,68.18,0.86,5747,34286,0.133,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
AUS,Oceania,Australia,2021/11/11,187041,1414,1378.286,1873,11,11.143,7252.964,54.831,53.446,72.63,0.427,0.432,0.89,116,4.498,681,26.407,,,,,45080302,169608,1748.097,6.577,154809,6.003,0.0089,112.3,tests performed,37383955,19466357,17680831,236767,161921,143554,144.97,75.49,68.56,0.92,5567,35375,0.137,60.65,25788217,3.202,37.9,15.504,10.129,44648.71,0.5,107.791,5.07,13,16.5,,3.84,83.44,0.944,,,,
